Start Date,End Date,"To what extent do you agree with the following statement? If a person has difficulty with speech, it means they also have intellectual deficiencies",Is it common for a person who has had a stroke or brain injury to have difficulties with speech and communication?,Have you ever heard the term aphasia?,"In your own words, how does aphasia affect the afflicted person",Which of the following best describes aphasia?,"If you can recall, where do you think you first heard about aphasia?",,Have you ever been diagnosed with aphasia?,How long ago were you diagnosed with aphasia?,"Besides yourself, do you know someone who has been diagnosed with aphasia?",Do you know someone who has been diagnosed with aphasia?,Which of the following are causes of aphasia? (select all that apply),,,,,"In the past year, how many times have you seen or heard mention of aphasia in a newspaper or magazine (paper or online), on TV, or on the radio?",Where was the last place you recall reading or hearing about aphasia?,Region,Household Income,Device Type,Age,Gender
4/20/22 15:13,4/20/22 15:14,strongly disagree,Yes,No,,,,,,,,,,,,,,,,South Atlantic,Prefer not to answer,iOS Phone / Tablet,45-60,Female
4/20/22 15:13,4/20/22 15:14,neutral,Yes,Yes,Na,A spinal condition,Other (please specify),School,Yes,Less than a year ago,Yes,,,,Traumatic brain injury,,,6-Apr,Yahoo,South Atlantic,"$150,000-$174,999",iOS Phone / Tablet,18-29,Female
4/20/22 15:13,4/20/22 15:14,somewhat agree,Yes,No,,,,,,,,,,,,,,,,South Atlantic,Prefer not to answer,iOS Phone / Tablet,18-29,Female
4/20/22 15:13,4/20/22 15:14,strongly disagree,Yes,No,,,,,,,,,,,,,,,,South Atlantic,"$100,000-$124,999",iOS Phone / Tablet,18-29,Female
4/20/22 15:11,4/20/22 15:13,strongly disagree,Yes,Yes,unsure,A language disorder,"In a newspaper, magazine or online publication",,No,,,I don't know,Stroke,,,,,3-Jan,in a AARP article,New England,Prefer not to answer,Windows Desktop / Laptop,45-60,Male
4/20/22 15:11,4/20/22 15:13,strongly disagree,Yes,Yes,Putting words/ideas together,I’m not sure,"In a newspaper, magazine or online publication",,No,,,I don't know,,,,,I'm not sure,None,Dont recall.,New England,"$75,000-$99,999",Android Phone / Tablet,> 60,Female
4/20/22 15:13,4/20/22 15:13,strongly agree,Yes,No,,,,,,,,,,,,,,,,West South Central,"$0-$9,999",iOS Phone / Tablet,18-29,Male
4/20/22 15:11,4/20/22 15:13,strongly disagree,Yes,Yes,Difficulty expressing what they think or want to say. ,I’m not sure,Other (please specify),College psych class,No,,,No,Stroke,,Traumatic brain injury,,,3-Jan,Article about Bruce Willis,East South Central,"$25,000-$49,999",iOS Phone / Tablet,45-60,Female
4/20/22 15:12,4/20/22 15:13,neutral,No,No,,,,,,,,,,,,,,,,South Atlantic,Prefer not to answer,Android Phone / Tablet,18-29,Male
4/20/22 15:12,4/20/22 15:12,strongly agree,I don't know,No,,,,,,,,,,,,,,,,Pacific,"$50,000-$74,999",iOS Phone / Tablet,> 60,Male
4/20/22 15:07,4/20/22 15:12,somewhat disagree,Yes,Yes,It makes it difficult for a person to communicate verbally and written.,None of the above,"In a newspaper, magazine or online publication",,No,,,No,Stroke,Brain tumor,Traumatic brain injury,Heart Disease,,6-Apr,Bruce Willis diagnosis.,South Atlantic,"$50,000-$74,999",Android Phone / Tablet,30-44,Male
4/20/22 15:10,4/20/22 15:11,strongly disagree,I don't know,No,,,,,,,,,,,,,,,,Pacific,"$25,000-$49,999",iOS Phone / Tablet,45-60,Female
4/20/22 15:10,4/20/22 15:11,strongly disagree,Yes,No,,,,,,,,,,,,,,,,Mountain,"$100,000-$124,999",Windows Desktop / Laptop,45-60,Female
4/20/22 15:09,4/20/22 15:11,somewhat disagree,Yes,Yes,difficultly speaking,A language disorder,From a doctor,,No,,,Yes,Stroke,,,,,10 or more,my dad's dr.,East North Central,"$25,000-$49,999",Android Phone / Tablet,30-44,Female
4/20/22 15:10,4/20/22 15:10,somewhat agree,Yes,No,,,,,,,,,,,,,,,,Middle Atlantic,"$10,000-$24,999",Android Phone / Tablet,45-60,Female
4/20/22 15:07,4/20/22 15:10,somewhat disagree,Yes,Yes,They can't effectively communicate what they want or need.,A language disorder,Other (please specify),EMS Curriculum,No,,,No,Stroke,Brain tumor,Traumatic brain injury,Heart Disease,,10 or more,Regarding Bruce Willis,West North Central,"$75,000-$99,999",Android Phone / Tablet,45-60,Male
4/20/22 15:07,4/20/22 15:09,strongly agree,Yes,Yes,A language disorder,A language disorder,"In a newspaper, magazine or online publication",,No,,,Yes,,,,,I'm not sure,3-Jan,Can’t recall,West South Central,"$75,000-$99,999",iOS Phone / Tablet,30-44,Female
4/20/22 15:09,4/20/22 15:09,neutral,Yes,Yes,Bad,A heart condition,"In a newspaper, magazine or online publication",,Yes,2 - 3 years,Yes,,,Brain tumor,,,,6-Apr,News,,"$0-$9,999",iOS Phone / Tablet,> 60,Male
4/20/22 15:08,4/20/22 15:09,strongly disagree,Yes,Yes,not sure,A language disorder,"In a newspaper, magazine or online publication",,No,,,No,,,,,I'm not sure,3-Jan,media,Pacific,"$75,000-$99,999",Android Phone / Tablet,30-44,Male
4/20/22 15:08,4/20/22 15:08,strongly disagree,Yes,No,,,,,,,,,,,,,,,,Middle Atlantic,"$25,000-$49,999",iOS Phone / Tablet,30-44,Female
4/20/22 15:06,4/20/22 15:08,strongly disagree,Yes,Yes,Have trouble talking,I’m not sure,On TV or in a movie,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,TV,West South Central,"$75,000-$99,999",iOS Phone / Tablet,> 60,Female
4/20/22 15:05,4/20/22 15:07,strongly disagree,Yes,Yes,hurt,A language disorder,"In a newspaper, magazine or online publication",,No,,,No,,,Traumatic brain injury,,,3-Jan,no,Middle Atlantic,"$100,000-$124,999",Android Phone / Tablet,> 60,Male
4/20/22 15:06,4/20/22 15:07,strongly disagree,Yes,Yes,they know wht they want to say but can't form the words,A language disorder,From a family member or friend,,No,,,Yes,,,,,I'm not sure,None,from my friends,Mountain,"$125,000-$149,999",Android Phone / Tablet,45-60,Female
4/20/22 15:04,4/20/22 15:07,strongly disagree,Yes,Yes,disorder that affects someone's speech to communicate,A language disorder,From a doctor,,No,,,Yes,Stroke,,Traumatic brain injury,,,3-Jan,online,Mountain,"$25,000-$49,999",Android Phone / Tablet,30-44,Female
4/20/22 15:06,4/20/22 15:07,somewhat disagree,Yes,No,,,,,,,,,,,,,,,,South Atlantic,"$0-$9,999",Android Phone / Tablet,30-44,Male
4/20/22 15:05,4/20/22 15:06,strongly disagree,Yes,No,,,,,,,,,,,,,,,,Pacific,"$50,000-$74,999",Android Phone / Tablet,30-44,Male
4/20/22 15:04,4/20/22 15:06,somewhat disagree,Yes,Yes,Difficulty with language,A language disorder,Other (please specify),School,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,TV,Pacific,"$125,000-$149,999",iOS Phone / Tablet,30-44,Female
4/20/22 15:01,4/20/22 15:05,somewhat disagree,Yes,Yes,Always saying something incorrect or in a weird way,A language disorder,On TV or in a movie,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,An article on google,East North Central,"$25,000-$49,999",iOS Phone / Tablet,18-29,Male
4/20/22 15:04,4/20/22 15:05,somewhat agree,Yes,No,,,,,,,,,,,,,,,,Pacific,"$75,000-$99,999",iOS Phone / Tablet,30-44,Male
4/20/22 15:03,4/20/22 15:04,strongly disagree,Yes,No,,,,,,,,,,,,,,,,East North Central,"$10,000-$24,999",Android Phone / Tablet,45-60,Female
4/20/22 15:03,4/20/22 15:03,strongly disagree,Yes,No,,,,,,,,,,,,,,,,East South Central,"$25,000-$49,999",iOS Phone / Tablet,> 60,Female
4/20/22 15:03,4/20/22 15:03,strongly disagree,Yes,No,,,,,,,,,,,,,,,,West North Central,"$25,000-$49,999",iOS Phone / Tablet,45-60,Female
4/20/22 15:01,4/20/22 15:03,strongly agree,Yes,Yes,it will affect the person.,A spinal condition,On TV or in a movie,,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,10 or more,from social media,Middle Atlantic,"$125,000-$149,999",Android Phone / Tablet,30-44,Male
4/20/22 15:03,4/20/22 15:03,strongly disagree,Yes,Yes,,,,,,,,,,,,,,,,,,,,
4/20/22 14:56,4/20/22 15:03,strongly disagree,Yes,Yes,I have only a very  vague idea what it is.  but beyond something about difficulty speaking I could not say,I’m not sure,I don't recall,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,I don't remember,Pacific,"$10,000-$24,999",Android Phone / Tablet,45-60,Male
4/20/22 15:02,4/20/22 15:02,strongly disagree,Yes,No,,,,,,,,,,,,,,,,East North Central,"$0-$9,999",iOS Phone / Tablet,18-29,Female
4/20/22 15:01,4/20/22 15:01,somewhat disagree,Yes,No,,,,,,,,,,,,,,,,South Atlantic,"$200,000+",Windows Desktop / Laptop,45-60,Female
4/20/22 15:01,4/20/22 15:01,strongly disagree,Yes,No,,,,,,,,,,,,,,,,Pacific,"$25,000-$49,999",iOS Phone / Tablet,30-44,Female
4/20/22 15:01,4/20/22 15:01,strongly disagree,Yes,No,,,,,,,,,,,,,,,,Middle Atlantic,"$100,000-$124,999",Android Phone / Tablet,45-60,Male
4/20/22 14:59,4/20/22 15:01,strongly disagree,Yes,Yes,Unable to speak or understand words,None of the above,From a family member or friend,,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,TV news,South Atlantic,"$25,000-$49,999",iOS Phone / Tablet,> 60,Female
4/20/22 15:00,4/20/22 15:01,neutral,Yes,No,,,,,,,,,,,,,,,,Middle Atlantic,"$25,000-$49,999",Windows Desktop / Laptop,> 60,Male
4/20/22 14:55,4/20/22 14:59,strongly disagree,Yes,Yes,The person may have difficulties comprehending what they read or hear. They may have trouble expressing their thoughts into speech.,I’m not sure,From a family member or friend,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,Talking about it with my mom after hearing about Bruce Willis. We wondered if it may be possible my dad has aphasia after suffering multiple seizures.,Mountain,"$25,000-$49,999",iOS Phone / Tablet,18-29,Female
4/20/22 14:58,4/20/22 14:59,strongly disagree,Yes,Yes,Creates difficulty understanding speech and talking,A language disorder,I don't recall,,No,,,No,,,Traumatic brain injury,,,3-Jan,The radio,West South Central,"$50,000-$74,999",iOS Phone / Tablet,18-29,Female
4/20/22 14:57,4/20/22 14:59,somewhat disagree,Yes,Yes,unsure,I’m not sure,I don't recall,,No,,,I don't know,,,,,I'm not sure,3-Jan,unsure,Pacific,"$10,000-$24,999",Android Phone / Tablet,45-60,Female
4/20/22 14:56,4/20/22 14:59,neutral,Yes,Yes,you have difficulties to communicate.,A language disorder,I don't recall,,No,,,No,,,,,I'm not sure,10 or more,on a French medical forum,Middle Atlantic,"$25,000-$49,999",Android Phone / Tablet,45-60,Male
4/20/22 14:53,4/20/22 14:57,strongly disagree,Yes,Yes,"They cannot form words, only sounds and often have difficulty with swallowing or are unable to swallow.",I’m not sure,From a doctor,,No,,,Yes,Stroke,,,,,6-Apr,News report about Bruce Willis suffering the condition.,West North Central,"$10,000-$24,999",Windows Desktop / Laptop,45-60,Female
4/20/22 14:51,4/20/22 14:57,strongly disagree,Yes,Yes,They know what they want to say but can’t communicate it to other people,A language disorder,"In a newspaper, magazine or online publication",,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,None,Online,Middle Atlantic,"$25,000-$49,999",iOS Phone / Tablet,> 60,Female
4/20/22 14:55,4/20/22 14:57,neutral,Yes,Yes,I've heard of aphasia but I don't know what it means.,I’m not sure,Other (please specify),work - I work for a health system,No,,,No,,,,,I'm not sure,None,work,South Atlantic,"$75,000-$99,999",Android Phone / Tablet,30-44,Female
4/20/22 14:53,4/20/22 14:57,strongly disagree,Yes,Yes,Makes it hard for them to speak.,A circulatory condition,Other (please specify),At work I’m a healthcare professional,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,None,At work ,West South Central,"$75,000-$99,999",iOS Phone / Tablet,45-60,Male
4/20/22 14:55,4/20/22 14:56,somewhat disagree,Yes,Yes,I’m not going anywhere,A language disorder,From a family member or friend,,Yes,2 - 3 years,Yes,,,,Traumatic brain injury,,,6-Apr,Vhyjb  BBC as,New England,"$0-$9,999",iOS Phone / Tablet,30-44,Female
4/20/22 14:54,4/20/22 14:56,strongly disagree,Yes,Yes,They have trouble processing speech.,I’m not sure,"In a newspaper, magazine or online publication",,No,,,No,,,,,I'm not sure,3-Jan,Online,Middle Atlantic,Prefer not to answer,MacOS Desktop / Laptop,> 60,Female
4/20/22 14:54,4/20/22 14:55,strongly disagree,Yes,Yes,Makes communication difficult,I’m not sure,I don't recall,,No,,,I don't know,Stroke,Brain tumor,Traumatic brain injury,,,None,Unsure,New England,"$50,000-$74,999",iOS Phone / Tablet,30-44,Male
4/20/22 14:54,4/20/22 14:55,somewhat disagree,Yes,No,,,,,,,,,,,,,,,,East North Central,"$50,000-$74,999",Android Phone / Tablet,30-44,Male
4/20/22 14:54,4/20/22 14:54,strongly disagree,Yes,Yes,Don't know.,I’m not sure,From a family member or friend,,No,,,Yes,,,,,I'm not sure,3-Jan,Tu,South Atlantic,"$10,000-$24,999",iOS Phone / Tablet,30-44,Female
4/20/22 14:50,4/20/22 14:53,somewhat disagree,No,Yes,"There are many kinds - it can affect fluency, comprehension, articulation, “word salad,” etc",A language disorder,Other (please specify),Psychology class,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,6-Apr,Work maybe?,West North Central,"$50,000-$74,999",iOS Phone / Tablet,30-44,Female
4/20/22 14:50,4/20/22 14:53,strongly disagree,Yes,Yes,Cause problem with reading and understanding language,I’m not sure,I don't recall,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,I'm not sure,None,Online,Pacific,"$50,000-$74,999",iOS Phone / Tablet,30-44,Female
4/20/22 14:47,4/20/22 14:52,strongly disagree,Yes,Yes,Aphasia affects a person's ability to express and understand written and spoken language. The underlying cause must be treated first and then the main treatment for aphasia is speech therapy.,A language disorder,I don't recall,,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,None,Medical literature,East South Central,"$200,000+",Windows Desktop / Laptop,> 60,Male
4/20/22 14:51,4/20/22 14:52,strongly disagree,I don't know,Yes,,,,,,,,,,,,,,,,,,,,
4/20/22 14:51,4/20/22 14:52,somewhat disagree,Yes,Yes,cuff,I’m not sure,From a doctor,,Yes,More than 3 years ago,Yes,,Stroke,,Traumatic brain injury,,,3-Jan,rcg,Mountain,"$50,000-$74,999",Android Phone / Tablet,18-29,Female
4/20/22 14:50,4/20/22 14:51,neutral,Yes,Yes,language problems,A language disorder,I don't recall,,No,,,I don't know,Stroke,Brain tumor,,,,3-Jan,in a show,Pacific,"$50,000-$74,999",Android Phone / Tablet,18-29,Male
4/20/22 14:51,4/20/22 14:51,neutral,I don't know,No,,,,,,,,,,,,,,,,Middle Atlantic,"$10,000-$24,999",iOS Phone / Tablet,18-29,Female
4/20/22 14:49,4/20/22 14:50,strongly agree,Yes,Yes,it reduces the least amount of the sea and the wolf,A heart condition,From a family member or friend,,No,,,Yes,Stroke,,Traumatic brain injury,,,9-Jul,radio station,Pacific,"$150,000-$174,999",Android Phone / Tablet,45-60,Male
4/20/22 14:48,4/20/22 14:51,strongly disagree,Yes,Yes,I think language,A language disorder,From a doctor,,No,,,Yes,,,,Heart Disease,,6-Apr,Yea,South Atlantic,"$75,000-$99,999",iOS Phone / Tablet,30-44,Female
4/20/22 14:50,4/20/22 14:51,somewhat disagree,Yes,Yes,A lot,A language disorder,"In a newspaper, magazine or online publication",,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,6-Apr,News,West South Central,"$25,000-$49,999",iOS Phone / Tablet,30-44,Female
4/20/22 14:50,4/20/22 14:50,somewhat agree,I don't know,No,,,,,,,,,,,,,,,,South Atlantic,"$10,000-$24,999",Android Phone / Tablet,45-60,Female
4/20/22 14:49,4/20/22 14:50,somewhat disagree,Yes,Yes,Cognitive abilities,A heart condition,"In a newspaper, magazine or online publication",,No,,,I don't know,Stroke,,,,,6-Apr,Online,East North Central,"$25,000-$49,999",iOS Phone / Tablet,30-44,Male
4/20/22 14:50,4/20/22 14:50,somewhat disagree,Yes,Yes,b,A heart condition,I don't recall,,Yes,2 - 3 years,Yes,,,Brain tumor,,,,6-Apr,b,West South Central,"$100,000-$124,999",Android Phone / Tablet,18-29,Male
4/20/22 14:46,4/20/22 14:50,strongly disagree,Yes,Yes,Person ca not express themselves,A language disorder,Other (please specify),Medical terminology,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,Facebook,South Atlantic,"$50,000-$74,999",iOS Phone / Tablet,> 60,Female
4/20/22 14:48,4/20/22 14:49,neutral,Yes,Yes,Difficulties with speech,A language disorder,I don't recall,,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,None,Medical textbooks,South Atlantic,"$100,000-$124,999",iOS Phone / Tablet,30-44,Female
4/20/22 14:47,4/20/22 14:49,strongly agree,Yes,Yes,Cognitive abilities ,A language disorder,"In a newspaper, magazine or online publication",,No,,,No,,Brain tumor,Traumatic brain injury,,,3-Jan,McDonald's ,East North Central,"$75,000-$99,999",Android Phone / Tablet,> 60,Male
4/20/22 14:47,4/20/22 14:47,neutral,Yes,No,,,,,,,,,,,,,,,,Pacific,"$10,000-$24,999",Android Phone / Tablet,45-60,Female
4/20/22 14:45,4/20/22 14:46,strongly disagree,Yes,Yes,I've just heard about it but don't know how it affects people.,A language disorder,"In a newspaper, magazine or online publication",,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,Yahoo.com,South Atlantic,"$100,000-$124,999",Windows Desktop / Laptop,> 60,Female
4/20/22 14:45,4/20/22 14:45,neutral,Yes,No,,,,,,,,,,,,,,,,East North Central,"$25,000-$49,999",iOS Phone / Tablet,18-29,Male
4/20/22 14:41,4/20/22 14:44,somewhat agree,Yes,Yes,it causes language disorder,A language disorder,From a doctor,,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,online,Middle Atlantic,"$100,000-$124,999",Android Phone / Tablet,45-60,Male
4/20/22 14:43,4/20/22 14:45,somewhat disagree,I don't know,Yes,makes it difficult for them to communicate with others,None of the above,"In a newspaper, magazine or online publication",,No,,,No,,,,,I'm not sure,3-Jan,online forum,Pacific,Prefer not to answer,Android Phone / Tablet,30-44,Male
4/20/22 14:43,4/20/22 14:45,strongly disagree,Yes,Yes,"Aphasia causes trouble with word recollection and usage, usually verbal",A language disorder,I don't recall,,No,,,I don't know,Stroke,Brain tumor,Traumatic brain injury,,,10 or more,"Since Bruce Willis was diagnoses with it, it’s been everywhere.",East North Central,"$50,000-$74,999",iOS Phone / Tablet,45-60,Female
4/20/22 14:43,4/20/22 14:44,somewhat disagree,Yes,Yes,Yes,A language disorder,From a doctor,,Yes,1 - 2 years,Yes,,,Brain tumor,,,,9-Jul,Yes,West South Central,"$25,000-$49,999",iOS Phone / Tablet,30-44,Female
4/20/22 14:43,4/20/22 14:43,strongly disagree,Yes,No,,,,,,,,,,,,,,,,Pacific,Prefer not to answer,iOS Phone / Tablet,18-29,Female
4/20/22 14:38,4/20/22 14:43,strongly disagree,Yes,Yes,Impacts the brains ability to receive messages and send messages in the communication portion of the brain.,A language disorder,Other (please specify),Class,No,,,I don't know,Stroke,,Traumatic brain injury,,I'm not sure,3-Jan,Tv,Pacific,"$50,000-$74,999",iOS Phone / Tablet,18-29,Female
4/20/22 14:40,4/20/22 14:43,somewhat disagree,Yes,Yes,hard to talk & communicate,A language disorder,On TV or in a movie,,No,,,Yes,,,Traumatic brain injury,,,3-Jan,That's what Bruce Willis have!!!,Pacific,"$25,000-$49,999",Android Phone / Tablet,> 60,Male
4/20/22 14:41,4/20/22 14:42,strongly disagree,I don't know,Yes,Difficulty processing speech.,A circulatory condition,"In a newspaper, magazine or online publication",,No,,,No,Stroke,Brain tumor,Traumatic brain injury,,,3-Jan,News article talking about a movie actor who is retiring due to the illness.,Pacific,"$50,000-$74,999",Android Phone / Tablet,18-29,Male
4/20/22 14:39,4/20/22 14:41,strongly disagree,I don't know,Yes,Unable to verbalize to others,None of the above,From a doctor,,No,,,Yes,Stroke,Brain tumor,Traumatic brain injury,,,10 or more,Stroke Facebook page,West North Central,"$50,000-$74,999",iOS Phone / Tablet,45-60,Male
